a,b,same_source,same_moa,tanimoto,r,r_disatt
1-10 Phenanthroline monohydrate,Emodin,True,False,0.075,-0.03588754995590109,-0.051767531645125084
1-10 Phenanthroline monohydrate,Geldanamycin,True,False,0.048780486,0.3646493918224448,0.6190199844155626
1-10 Phenanthroline monohydrate,Haloperidol,True,False,0.05263158,0.4787156139107448,0.8404530874568549
1-10 Phenanthroline monohydrate,Harmine hydrochloride,True,False,0.13333334,0.48652257618793954,0.7673306097434944
1-10 Phenanthroline monohydrate,Hoechst 33258,True,False,0.09259259,-0.024215167051113297,-0.03423485218642507
1-10 Phenanthroline monohydrate,LY 294002 hydrochloride,True,False,0.09615385,-0.11314455715846347,-0.1734564633488399
1-10 Phenanthroline monohydrate,NaCl,False,False,0.055555556,-0.1854731784384134,-0.25382995713122347
1-10 Phenanthroline monohydrate,Nigericin,True,False,0.0,-0.23021428370624006,-0.33871480953282407
1-10 Phenanthroline monohydrate,Nocodazole,True,False,0.12727273,0.3616204109264985,0.5846581287916173
1-10 Phenanthroline monohydrate,Nystatin dihydrate,True,False,0.042105265,-0.17508702274165033,-0.26428812806991653
1-10 Phenanthroline monohydrate,Oligomycin,True,False,0.020833334,-0.25788447504101547,-0.36924147240333877
1-10 Phenanthroline monohydrate,Parthenolide,True,False,0.054545455,-0.30144676578411084,-0.4235267276071696
1-10 Phenanthroline monohydrate,Rapamycin,False,False,0.017391304,-0.01671169437975179,-0.025022401550223894
1-10 Phenanthroline monohydrate,SDS,False,False,0.0,0.20929616929198358,0.31041858284390583
1-10 Phenanthroline monohydrate,Sorbitol,False,False,0.0,-0.18597294644762422,-0.25526679463147545
1-10 Phenanthroline monohydrate,Staurosporine,True,False,0.067567565,0.43099922550699354,0.7071062258765878
1-10 Phenanthroline monohydrate,Trichostatin A,True,False,0.057692308,0.23369409235907293,0.3238790525208337
1-10 Phenanthroline monohydrate,Trifluoperazine dihydrochloride,True,False,0.06896552,0.5136898002940888,0.8822843950006595
1-10 Phenanthroline monohydrate,Tunicamycin,True,False,0.031578947,0.4505980853691697,0.8092216202043723
1-10 Phenanthroline monohydrate,U-73122,True,False,0.039473683,0.47744920649595285,0.736339601705358
1-10 Phenanthroline monohydrate,Valinomycin,True,False,0.022222223,0.2549421911825529,0.4217891688707465
1-10 Phenanthroline monohydrate,Wortmannin,True,False,0.08450704,-0.1391111963006919,-0.1957608206673541
4-Hydroxytamoxifen,Amiodarone hydrochloride,True,False,0.20779221,0.7251171210723133,0.8169060830503078
4-Hydroxytamoxifen,Anisomycin,True,False,0.13043478,-0.5010140373444327,-0.6137444307250925
4-Hydroxytamoxifen,Artemisinin,True,False,0.026666667,-0.2077039826079997,-0.2972156946954115
4-Hydroxytamoxifen,Brefeldin A,True,False,0.053333335,-0.3790734884473785,-0.5454032919434895
4-Hydroxytamoxifen,CHX,False,False,0.057142857,0.031007672283000505,0.03638433121570529
4-Hydroxytamoxifen,Cisplatin,False,False,0.0,0.02264188361591471,0.03034402506978122
4-Hydroxytamoxifen,Clomiphene citrate,True,True,0.4032258,-0.02914412156856466,-0.039704743830206266
4-Hydroxytamoxifen,Clotrimazole,True,False,0.092307694,-0.32006887455490735,-0.492650754335467
4-Hydroxytamoxifen,Cyclopiazonic acid,True,False,0.083333336,0.7117084552553208,0.7832036889047806
4-Hydroxytamoxifen,Desipramine hydrochloride,True,False,0.11290322,0.21333278836485756,0.2806909903495766
4-Hydroxytamoxifen,Dyclonine hydrochloride,True,False,0.28333333,-0.3542970671932125,-0.5109835046680827
4-Hydroxytamoxifen,EDTA,False,False,0.104166664,-0.023669414913117564,-0.027364611944249485
4-Hydroxytamoxifen,Emodin,True,False,0.10169491,0.054183040545109154,0.06393024449574225
4-Hydroxytamoxifen,Geldanamycin,True,False,0.06930693,-0.3492671628592927,-0.48497156787261614
4-Hydroxytamoxifen,Haloperidol,True,False,0.093333334,-0.31301330681739215,-0.4494982758595696
4-Hydroxytamoxifen,Harmine hydrochloride,True,False,0.12307692,-0.4718267515544102,-0.6086833632128977
4-Hydroxytamoxifen,Hoechst 33258,True,False,0.125,-0.23408789283307782,-0.27070064177410436
4-Hydroxytamoxifen,LY 294002 hydrochloride,True,False,0.08219178,0.04704199100873472,0.05898911223235391
4-Hydroxytamoxifen,NaCl,False,False,0.0,0.05133998992643436,0.05747075287279376
4-Hydroxytamoxifen,Nigericin,True,False,0.045045044,0.06258498291439268,0.07531845503250585
4-Hydroxytamoxifen,Nocodazole,True,False,0.12,-0.272347346917003,-0.3601650368766978
4-Hydroxytamoxifen,Nystatin dihydrate,True,False,0.08035714,0.05646890640735389,0.06972080929675775
4-Hydroxytamoxifen,Oligomycin,True,False,0.061946902,0.507627521979202,0.5945108456059818
4-Hydroxytamoxifen,Parthenolide,True,False,0.05263158,0.4084967445990293,0.4694486984289954
4-Hydroxytamoxifen,Rapamycin,False,False,0.053030305,-0.03615348174837492,-0.04427799818261571
4-Hydroxytamoxifen,SDS,False,False,0.10909091,-0.09034400541270188,-0.1096011519747391
4-Hydroxytamoxifen,Sorbitol,False,False,0.041666668,0.02481763729247189,0.027863414247970213
4-Hydroxytamoxifen,Staurosporine,True,False,0.086021505,-0.40969134415971004,-0.5497867957773462
4-Hydroxytamoxifen,Trichostatin A,True,False,0.14925373,-0.38373394893395274,-0.435005446541235
4-Hydroxytamoxifen,Trifluoperazine dihydrochloride,True,False,0.10526316,-0.3477134634234223,-0.48849318319109186
4-Hydroxytamoxifen,Tunicamycin,True,False,0.061946902,-0.3608648016209345,-0.5300929206621756
4-Hydroxytamoxifen,U-73122,True,False,0.10989011,-0.500513889376123,-0.6313882006408658
4-Hydroxytamoxifen,Valinomycin,True,False,0.046153847,-0.13535638960184027,-0.18317315099849138
4-Hydroxytamoxifen,Wortmannin,True,False,0.08791209,-0.1803931993844424,-0.20764104129404268
Amiodarone hydrochloride,Anisomycin,True,False,0.10714286,-0.5816105491646042,-0.7162304993714621
Amiodarone hydrochloride,Artemisinin,True,False,0.045454547,-0.2724141819788766,-0.39186772331638886
Amiodarone hydrochloride,Brefeldin A,True,False,0.08045977,-0.5386744985233671,-0.7791186933265695
Amiodarone hydrochloride,CHX,False,False,0.05952381,0.06955427910300727,0.08204496805816526
Amiodarone hydrochloride,Cisplatin,False,False,0.0,-0.1729114537375248,-0.23295243925143072
Amiodarone hydrochloride,Clomiphene citrate,True,False,0.29113925,-0.224384753488139,-0.30730359300617716
Amiodarone hydrochloride,Clotrimazole,True,False,0.088607594,-0.44095516902237275,-0.6822962945126635
Amiodarone hydrochloride,Cyclopiazonic acid,True,False,0.08163265,0.697339911684185,0.7714361508075773
Amiodarone hydrochloride,Desipramine hydrochloride,True,True,0.12,0.02981238729762054,0.03943215234041724
Amiodarone hydrochloride,Dyclonine hydrochloride,True,False,0.22666667,-0.4582341927048779,-0.6643694917450484
Amiodarone hydrochloride,EDTA,False,False,0.114754096,-0.09984718536838558,-0.11604340495619923
Amiodarone hydrochloride,Emodin,True,False,0.08108108,0.04010312562070464,0.04756681592030895
Amiodarone hydrochloride,Geldanamycin,True,False,0.069565214,-0.4902848281267866,-0.6843682317573332
Amiodarone hydrochloride,Haloperidol,True,True,0.10227273,-0.47651263827347556,-0.6878955795701628
Amiodarone hydrochloride,Harmine hydrochloride,True,False,0.12820514,-0.5412786570545683,-0.7019604426139291
Amiodarone hydrochloride,Hoechst 33258,True,False,0.06666667,-0.05635719004890566,-0.06551526917494913
Amiodarone hydrochloride,LY 294002 hydrochloride,True,False,0.16049382,0.04988712775500112,0.06288651547810108
Amiodarone hydrochloride,NaCl,False,False,0.0,0.158512082760791,0.17837596891610802
Amiodarone hydrochloride,Nigericin,True,False,0.05645161,0.24498278152542596,0.2963805445813866
Amiodarone hydrochloride,Nocodazole,True,False,0.13793103,-0.37028828878331016,-0.4922675910195265
Amiodarone hydrochloride,Nystatin dihydrate,True,False,0.10569106,0.27803395149543936,0.3450910849690072
Amiodarone hydrochloride,Oligomycin,True,False,0.08,0.3897652055698683,0.4588815050093651
Amiodarone hydrochloride,Parthenolide,True,False,0.06741573,0.3195842195061649,0.3692051338337467
Amiodarone hydrochloride,Rapamycin,False,False,0.07692308,-0.02157482139437483,-0.026562437432737805
Amiodarone hydrochloride,SDS,False,False,0.13432837,-0.19036421877923002,-0.2321581658719356
Amiodarone hydrochloride,Sorbitol,False,False,0.031746034,0.1808522675168381,0.2041177264366556
Amiodarone hydrochloride,Staurosporine,True,False,0.104761906,-0.48508513436855316,-0.6543925522242725
Amiodarone hydrochloride,Trichostatin A,True,False,0.12195122,-0.3247389910139624,-0.3700682054168288
Amiodarone hydrochloride,Trifluoperazine dihydrochloride,True,True,0.11235955,-0.5160499269482903,-0.7288054088415123
Amiodarone hydrochloride,Tunicamycin,True,False,0.088709675,-0.4343280754714332,-0.6413694207929841
Amiodarone hydrochloride,U-73122,True,False,0.094339624,-0.5402715384876742,-0.6851336255652258
Amiodarone hydrochloride,Valinomycin,True,False,0.050632913,-0.24894837319338647,-0.33866881844907826
Amiodarone hydrochloride,Wortmannin,True,False,0.09615385,0.07021444772619828,0.08124607449578115
Anisomycin,Artemisinin,True,False,0.06944445,0.17337721263459638,0.2711911399855319
Anisomycin,Brefeldin A,True,False,0.112676054,0.601271880219926,0.9456312195497183
Anisomycin,CHX,False,True,0.121212125,-0.007505272869951726,-0.009626497067388768
Anisomycin,Cisplatin,False,False,0.0,0.24453856632154108,0.3582321517325907
Anisomycin,Clomiphene citrate,True,False,0.14473684,0.1857889824091676,0.27667374571057984
Anisomycin,Clotrimazole,True,False,0.04411765,0.5208397370676919,0.8763072111095493
Anisomycin,Cyclopiazonic acid,True,False,0.1375,-0.47800056281898207,-0.5749863993938499
Anisomycin,Desipramine hydrochloride,True,False,0.0952381,-0.04568734478045088,-0.06570877139949333
Anisomycin,Dyclonine hydrochloride,True,False,0.18461539,0.4677862084800794,0.7374682068024967
Anisomycin,EDTA,False,False,0.08163265,0.1682607557434754,0.21263814332417094
Anisomycin,Emodin,True,False,0.083333336,-0.03118842102873735,-0.040224712298852196
Anisomycin,Geldanamycin,True,False,0.14893617,0.4887644475397945,0.741847598380184
Anisomycin,Haloperidol,True,False,0.10810811,0.4878123269288421,0.7657280659420606
Anisomycin,Harmine hydrochloride,True,False,0.17741935,0.5423002515589133,0.7647249184758695
Anisomycin,Hoechst 33258,True,False,0.10958904,-0.07601970072529966,-0.09609328800245642
Anisomycin,LY 294002 hydrochloride,True,False,0.067567565,-0.05898542737888193,-0.08085138451819204
Anisomycin,NaCl,False,False,0.0,-0.165541732853434,-0.2025606908348513
Anisomycin,Nigericin,True,False,0.094339624,-0.25022861075284236,-0.32917344670472626
Anisomycin,Nocodazole,True,False,0.13513513,0.4126262552131406,0.5964744233373765
Anisomycin,Nystatin dihydrate,True,False,0.110091746,-0.23896034786621492,-0.3225042553938067
Anisomycin,Oligomycin,True,False,0.08108108,-0.3152339268336717,-0.403556306743336
Anisomycin,Parthenolide,True,False,0.08108108,-0.33227345242104384,-0.4173993308581837
Anisomycin,Rapamycin,False,False,0.112,-0.0026963767460659502,-0.003609732238249562
Anisomycin,SDS,False,False,0.08928572,0.20099970391591268,0.2665432940282894
Anisomycin,Sorbitol,False,False,0.06382979,-0.15397732544577142,-0.18896755135830892
Anisomycin,Staurosporine,True,False,0.12222222,0.5542450112510333,0.8130099761239384
Anisomycin,Trichostatin A,True,False,0.11594203,0.18477880476086395,0.22896715633098244
Anisomycin,Trifluoperazine dihydrochloride,True,False,0.07692308,0.5014786798578638,0.7700980786658005
Anisomycin,Tunicamycin,True,False,0.14285715,0.5009905838426235,0.8044399110803996
Anisomycin,U-73122,True,False,0.16091955,0.5984802076072965,0.825252189714027
Anisomycin,Valinomycin,True,False,0.07936508,0.3179285795480651,0.47029373074014574
Anisomycin,Wortmannin,True,False,0.20731707,-0.07340218573909964,-0.0923546133720981
Artemisinin,Brefeldin A,True,False,0.1641791,0.24862337898126344,0.45675374564527904
Artemisinin,CHX,False,False,0.140625,-0.008122634758872238,-0.012169926808159391
Artemisinin,Cisplatin,False,False,0.0,0.1614237883483487,0.2762319950049991
Artemisinin,Clomiphene citrate,True,False,0.036144577,0.17678505845546383,0.30752667663167416
Artemisinin,Clotrimazole,True,False,0.014492754,0.27980830055391626,0.5499232900008323
Artemisinin,Cyclopiazonic acid,True,False,0.125,-0.26946008982776615,-0.37862811481649433
Artemisinin,Desipramine hydrochloride,True,False,0.046153847,0.15072752128598166,0.25322654534670186
Artemisinin,Dyclonine hydrochloride,True,False,0.055555556,0.1439541066743229,0.26509967301653775
Artemisinin,EDTA,False,False,0.019607844,-0.015608179443921136,-0.023040920766311476
Artemisinin,Emodin,True,True,0.084745765,0.16659105068729899,0.2509807832256695
Artemisinin,Geldanamycin,True,False,0.114583336,0.15159130690120573,0.26876866176420305
Artemisinin,Haloperidol,True,False,0.08,0.2424571395780001,0.44457600275624637
Artemisinin,Harmine hydrochloride,True,False,0.028571429,0.16054550044941643,0.26445563111287346
Artemisinin,Hoechst 33258,True,False,0.05263158,-0.07530392371952833,-0.11119205296122231
Artemisinin,LY 294002 hydrochloride,True,False,0.06849315,0.198086779431664,0.31716661467594065
Artemisinin,NaCl,False,False,0.0,-0.020484064207637764,-0.029278784674960704
Artemisinin,Nigericin,True,False,0.12745099,0.0311516592480312,0.0478694302631313
Artemisinin,Nocodazole,True,False,0.0375,0.25432703203438917,0.4294540822895388
Artemisinin,Nystatin dihydrate,True,False,0.12149533,-0.04703024317148929,-0.07414401102440077
Artemisinin,Oligomycin,True,False,0.17821783,-0.15870900350902192,-0.237335113508655
Artemisinin,Parthenolide,True,True,0.1969697,0.012445934575170231,0.018263031282764828
Artemisinin,Rapamycin,False,False,0.12195122,0.015197702125391899,0.023766300712850828
Artemisinin,SDS,False,False,0.071428575,0.16701745090947523,0.25871608975224314
Artemisinin,Sorbitol,False,False,0.0,-0.02755173240958794,-0.03949741019615054
Artemisinin,Staurosporine,True,False,0.11111111,0.20946968662868132,0.35892566170697027
Artemisinin,Trichostatin A,True,False,0.04109589,0.1609964373975056,0.23303789435368452
Artemisinin,Trifluoperazine dihydrochloride,True,False,0.0375,0.26939467662897876,0.4832499528302068
Artemisinin,Tunicamycin,True,False,0.053097345,0.2355111276696494,0.4417379614881393
Artemisinin,U-73122,True,False,0.13636364,0.14380385189269176,0.23163098651210765
Artemisinin,Valinomycin,True,False,0.15517241,0.263136653817901,0.4546845655493794
Artemisinin,Wortmannin,True,False,0.12643678,-0.03541810965202678,-0.05205521267006859
Brefeldin A,CHX,False,False,0.13636364,-0.019567389335384416,-0.029477548014696917
Brefeldin A,Cisplatin,False,False,0.0,0.22359248434982457,0.38470787305150667
Brefeldin A,Clomiphene citrate,True,False,0.07317073,0.3278003012778136,0.5733423404338645
Brefeldin A,Clotrimazole,True,False,0.04347826,0.5429423374303023,1.0
Brefeldin A,Cyclopiazonic acid,True,False,0.12195122,-0.4349588296962119,-0.6145171227006574
Brefeldin A,Desipramine hydrochloride,True,False,0.060606062,0.09677381030128474,0.16347146019974557
Brefeldin A,Dyclonine hydrochloride,True,False,0.13043478,0.42642467213958957,0.7895777208279975
Brefeldin A,EDTA,False,False,0.03846154,0.14537981511693962,0.21578394135087978
Brefeldin A,Emodin,True,False,0.1,0.031175287177721816,0.04722442664019429
Brefeldin A,Geldanamycin,True,False,0.12371134,0.4690498943695919,0.8361627229766715
Brefeldin A,Haloperidol,True,False,0.09210526,0.4843694838262429,0.8930077779801445
Brefeldin A,Harmine hydrochloride,True,False,0.04225352,0.4289219576445665,0.7103958051090485
Brefeldin A,Hoechst 33258,True,False,0.064935066,-0.14171166118277279,-0.21039196995863982
Brefeldin A,LY 294002 hydrochloride,True,False,0.08108108,-0.04887204989992426,-0.07867920430693923
Brefeldin A,NaCl,False,False,0.0,-0.20291629112600762,-0.29162265602408355
Brefeldin A,Nigericin,True,False,0.10377359,-0.300329600749342,-0.46402634872275256
Brefeldin A,Nocodazole,True,False,0.07594936,0.42221592107606176,0.7168466271006975
Brefeldin A,Nystatin dihydrate,True,False,0.18446602,-0.18585473502755895,-0.2946048624308428
Brefeldin A,Oligomycin,True,False,0.21,-0.26001972353974545,-0.39096164365467323
Brefeldin A,Parthenolide,True,False,0.17391305,-0.23458586783847238,-0.34611037886297985
Brefeldin A,Rapamycin,False,False,0.12903225,-0.029430721184258265,-0.0462755929486656
Brefeldin A,SDS,False,False,0.06896552,0.13894224120625692,0.21640301921985924
Brefeldin A,Sorbitol,False,False,0.02,-0.16778746208196882,-0.24185030623275627
Brefeldin A,Staurosporine,True,False,0.12087912,0.5156593157249059,0.8884103772037587
Brefeldin A,Trichostatin A,True,False,0.06849315,0.20694795018363757,0.3011888142914226
Brefeldin A,Trifluoperazine dihydrochloride,True,False,0.0625,0.4475308141639988,0.8071851848855048
Brefeldin A,Tunicamycin,True,False,0.08035714,0.3397996314145068,0.6408311620240116
Brefeldin A,U-73122,True,False,0.12087912,0.5156565541291072,0.8351300441722965
Brefeldin A,Valinomycin,True,False,0.13114753,0.30503644885654085,0.5299660251342136
Brefeldin A,Wortmannin,True,False,0.13636364,-0.1484268354545682,-0.21934043637574652
CHX,Cisplatin,True,False,0.0,0.09310788384055647,0.13065054238459228
CHX,Clomiphene citrate,False,False,0.077922076,-0.06946710823260009,-0.09909112866964996
CHX,Clotrimazole,False,False,0.03076923,0.021028684197170983,0.03389002852606375
CHX,Cyclopiazonic acid,False,False,0.12987013,0.09763880499382498,0.11250172471776296
CHX,Desipramine hydrochloride,False,False,0.06557377,-0.05792313783685838,-0.0797970928829069
CHX,Dyclonine hydrochloride,False,False,0.10606061,-0.08676667507566854,-0.13102567475626256
CHX,EDTA,True,False,0.06521739,-0.04769329354848159,-0.05773287852789843
CHX,Emodin,False,False,0.10909091,0.11267024678070185,0.1391926697142557
CHX,Geldanamycin,False,False,0.15555556,0.018102920288747236,0.0263191153253081
CHX,Haloperidol,False,False,0.09859155,0.061576323066691044,0.09258552804194102
CHX,Harmine hydrochloride,False,False,0.045454547,-0.05382484649202953,-0.0727035800484703
CHX,Hoechst 33258,False,False,0.08450704,-0.08776261813705559,-0.1062634788768477
CHX,LY 294002 hydrochloride,False,False,0.10294118,0.05034036809344963,0.06609470652761416
CHX,NaCl,True,False,0.0,0.04214286129244415,0.04939457490276569
CHX,Nigericin,False,False,0.09803922,0.1278572807848757,0.1611093905836322
CHX,Nocodazole,False,False,0.06666667,0.03817299245076033,0.0528565405039928
CHX,Nystatin dihydrate,False,False,0.125,0.2406016392877709,0.3110396471367181
CHX,Oligomycin,False,False,0.14851485,0.008344127784687684,0.010231980273075725
CHX,Parthenolide,False,False,0.10144927,0.002153821624221485,0.002591632386131742
CHX,Rapamycin,True,False,0.1637931,-0.010887570937996695,-0.013961528707705936
CHX,SDS,True,False,0.09615385,0.05838410626127705,0.07416082291899533
CHX,Sorbitol,True,False,0.0952381,0.10718977373659824,0.12600604455549805
CHX,Staurosporine,False,False,0.10227273,0.038173578728507004,0.053637004970466876
CHX,Trichostatin A,False,False,0.073529415,-0.12584017316366586,-0.14936467733861894
CHX,Trifluoperazine dihydrochloride,False,False,0.06666667,-0.027330119875532796,-0.04020153755290922
CHX,Tunicamycin,False,False,0.115384616,0.0060431799163284654,0.009294737543972528
CHX,U-73122,False,False,0.08988764,-0.09121905985274067,-0.12048418541832831
CHX,Valinomycin,False,False,0.14285715,-0.020945689859982013,-0.029678493313000927
CHX,Wortmannin,False,False,0.10465116,0.1754312682665838,0.21142881038406475
Cisplatin,Clomiphene citrate,False,False,0.01923077,0.16185016690914214,0.26368420142498683
Cisplatin,Clotrimazole,False,False,0.027777778,0.2680201181771345,0.4933358015000191
Cisplatin,Cyclopiazonic acid,False,False,0.0,-0.14648497196317029,-0.192772553881937
Cisplatin,Desipramine hydrochloride,False,False,0.0,0.12524671220929218,0.19706828039899282
Cisplatin,Dyclonine hydrochloride,False,False,0.0,0.19356997515321087,0.33385420248578196
Cisplatin,EDTA,True,False,0.0,0.19850089931904452,0.274437705466726
Cisplatin,Emodin,False,False,0.0,0.01903997024522943,0.026865120207541497
Cisplatin,Geldanamycin,False,False,0.0,0.22653139278337317,0.3761546602906427
Cisplatin,Haloperidol,False,False,0.021276595,0.29465146415313836,0.5060033159156118
Cisplatin,Harmine hydrochloride,False,False,0.0,0.23115499596330116,0.35660849523970845
Cisplatin,Hoechst 33258,False,False,0.0,-0.21790864548641592,-0.30134523180116324
Cisplatin,LY 294002 hydrochloride,False,False,0.0,-0.11285949765943096,-0.16924030849528737
Cisplatin,NaCl,True,False,0.0,-0.2996392158549203,-0.40111535644477125
Cisplatin,Nigericin,False,False,0.0,-0.19413998333017585,-0.2793996017480953
Cisplatin,Nocodazole,False,False,0.0,0.24618714816831155,0.3893348766515309
Cisplatin,Nystatin dihydrate,False,False,0.0,-0.20299011333531755,-0.29971429567987035
Cisplatin,Oligomycin,False,False,0.0,-0.026169588295860635,-0.03665143995040562
Cisplatin,Parthenolide,False,False,0.0,-0.01079739628687216,-0.014838777072544395
Cisplatin,Rapamycin,True,False,0.0,0.14173167805763137,0.20757942696133957
Cisplatin,SDS,True,False,0.0,0.41411856614842113,0.6007862839833705
Cisplatin,Sorbitol,True,False,0.0,-0.3637510638381735,-0.48837980880354925
Cisplatin,Staurosporine,False,False,0.0,0.22910949671234182,0.3676716447274341
Cisplatin,Trichostatin A,False,False,0.0,-0.015409798495919332,-0.02089012127537532
Cisplatin,Trifluoperazine dihydrochloride,False,False,0.0,0.21405114269759629,0.35961192197376146
Cisplatin,Tunicamycin,False,False,0.0,0.13437010541296882,0.2360422079779798
Cisplatin,U-73122,False,False,0.0,0.1474977423805899,0.2225077952901173
Cisplatin,Valinomycin,False,False,0.0,0.17504471451979367,0.2832771771773725
Cisplatin,Wortmannin,False,False,0.0,-0.3436150543105347,-0.4729821482580496
Clomiphene citrate,Clotrimazole,True,False,0.12676056,0.2890952482642661,0.5409373713603798
